vessel_type,speed_kn,cargo_load_t,distance_nm,fuel_type,weather,fuel_consumption_l
Container,19.81,5577.8,1432.4,Hydrogen,Calm,365.4
Panamax,15.13,3563.9,1148.6,Ammonia,Calm,126.0
Panamax,16.92,6056.3,897.9,Ammonia,Moderate,151.8
Handymax,17.79,3533.1,1158.8,Conventional (HFO/MGO),Calm,132.6
Container,16.52,10466.5,1088.5,Conventional (HFO/MGO),Rough,282.5
Ro-Ro,19.8,4477.8,1569.0,Hydrogen,Calm,223.2
Tanker,16.33,11384.9,1356.7,Ammonia,Moderate,297.4
Tanker,17.94,7170.5,627.7,Hydrogen,Moderate,121.0
Handymax,11.41,1963.0,996.5,Ammonia,Calm,50.0
Feeder,14.27,1145.0,1070.7,Methanol,Rough,50.0
Ro-Ro,13.18,7862.1,2177.6,Conventional (HFO/MGO),Calm,135.8
Panamax,16.77,2706.6,1828.3,Conventional (HFO/MGO),Rough,284.0
Container,13.12,5655.7,283.5,Methanol,Calm,50.0
Handymax,17.73,1702.8,1234.4,Conventional (HFO/MGO),Moderate,132.5
Ro-Ro,12.62,6391.8,1637.7,Conventional (HFO/MGO),Moderate,95.8
Ro-Ro,18.56,5445.5,1384.5,LNG,Calm,206.6
Tanker,16.55,3014.9,2072.3,Ammonia,Moderate,301.3
Panamax,18.25,4008.1,1336.4,LNG,Moderate,238.3
Tanker,13.21,6426.0,1582.0,Ammonia,Moderate,165.9
Tanker,18.13,10082.7,1839.7,Hydrogen,Calm,431.4
Panamax,11.44,7342.5,813.1,Methanol,Calm,50.0
Handymax,13.04,4103.2,1346.3,LNG,Calm,61.5
Feeder,10.74,2135.9,1217.1,Ammonia,Moderate,50.0
Panamax,20.74,7176.7,590.2,Hydrogen,Calm,133.6
Ro-Ro,15.98,2702.1,605.8,LNG,Calm,50.0
Ro-Ro,19.79,2895.5,955.4,Hydrogen,Rough,169.8
Panamax,16.4,2083.3,1981.4,Methanol,Moderate,232.2
Ro-Ro,14.53,2826.1,1698.4,Methanol,Moderate,114.5
Container,22.21,5989.4,997.1,LNG,Moderate,393.4
Panamax,19.5,2329.4,2045.4,Hydrogen,Rough,414.1
Ro-Ro,12.92,3908.5,565.5,Hydrogen,Calm,50.0
Tanker,15.34,4402.0,909.8,LNG,Calm,96.1
Tanker,18.65,5429.1,2145.3,Hydrogen,Moderate,457.3
Panamax,11.63,7052.4,1326.7,LNG,Calm,66.3
Tanker,17.05,5548.5,2037.8,LNG,Calm,372.3
Ro-Ro,12.47,7675.9,1493.9,Hydrogen,Calm,70.6
Container,18.69,12809.8,376.0,Ammonia,Rough,161.2
Container,16.1,2967.7,2113.8,Hydrogen,Rough,334.3
Feeder,11.34,971.2,299.9,Ammonia,Calm,50.0
Container,13.52,9413.1,1858.4,LNG,Moderate,225.1
Container,14.74,9691.1,1313.2,Hydrogen,Calm,172.8
Ro-Ro,19.46,5861.9,2127.3,Ammonia,Rough,529.6
Container,15.84,8260.2,471.8,Hydrogen,Rough,93.6
Tanker,13.34,5379.9,1682.4,LNG,Rough,160.3
Container,18.53,6176.1,1183.6,Methanol,Calm,306.3
Feeder,17.32,1678.2,662.1,Methanol,Moderate,50.0
Feeder,10.07,2626.8,1000.9,Methanol,Moderate,50.0
Tanker,13.1,9166.0,955.9,Conventional (HFO/MGO),Calm,103.0
Ro-Ro,12.07,6027.2,1518.1,Hydrogen,Calm,63.9
Ro-Ro,13.85,1799.0,782.0,Ammonia,Calm,50.0
Handymax,17.83,2668.0,1028.6,Ammonia,Calm,115.9
Tanker,18.45,10722.6,589.1,Conventional (HFO/MGO),Moderate,180.4
Container,17.23,4947.8,1461.7,Ammonia,Calm,318.8
Panamax,17.85,6899.5,374.5,LNG,Calm,66.0
Handymax,15.1,4793.6,877.3,Conventional (HFO/MGO),Moderate,69.1
Panamax,12.41,1966.8,254.0,Hydrogen,Rough,50.0
Ro-Ro,12.8,4342.6,1782.0,Ammonia,Moderate,87.5
Handymax,11.45,2024.6,1997.1,Ammonia,Moderate,61.8
Handymax,18.83,1774.2,1701.7,Methanol,Calm,186.2
Panamax,16.49,3282.9,980.8,Methanol,Moderate,140.2
Panamax,19.36,4218.5,1017.1,Hydrogen,Moderate,189.2
Panamax,14.13,3037.6,941.0,Conventional (HFO/MGO),Rough,102.5
Container,18.23,8823.1,1041.7,Methanol,Calm,277.4
Handymax,14.86,4146.1,1701.3,Conventional (HFO/MGO),Rough,138.0
Handymax,11.53,4359.0,1860.3,Methanol,Rough,87.5
Panamax,18.13,8137.1,1546.1,Conventional (HFO/MGO),Moderate,324.7
Handymax,12.65,1626.3,1846.8,Hydrogen,Rough,72.4
Panamax,11.94,3392.9,1877.8,LNG,Moderate,90.1
Feeder,14.41,2912.1,629.7,LNG,Rough,50.0
Panamax,11.25,7246.2,1472.8,Conventional (HFO/MGO),Moderate,76.2
Panamax,18.99,8550.2,503.0,Methanol,Moderate,119.9
Feeder,13.3,2672.9,195.2,LNG,Calm,50.0
Panamax,18.92,8581.7,336.4,Conventional (HFO/MGO),Calm,73.6
Container,12.87,11541.0,1979.9,Conventional (HFO/MGO),Moderate,222.7
Feeder,15.24,2180.2,1879.6,Ammonia,Moderate,58.0
Feeder,14.03,1853.9,889.7,LNG,Calm,50.0
Ro-Ro,11.23,3411.3,625.1,Methanol,Moderate,50.0
Feeder,16.49,646.1,507.2,LNG,Moderate,50.0
Handymax,17.54,5721.4,280.0,Hydrogen,Moderate,50.0
Handymax,18.39,3140.2,1969.6,LNG,Moderate,225.3
Feeder,17.31,1936.0,162.5,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,16.39,5958.9,722.7,Conventional (HFO/MGO),Moderate,80.9
Panamax,19.6,3443.5,1234.1,Ammonia,Moderate,251.6
Container,18.18,11315.6,483.8,LNG,Moderate,133.9
Handymax,13.29,6331.7,1001.6,Hydrogen,Calm,50.0
Feeder,15.56,2397.1,692.7,Ammonia,Moderate,50.0
Tanker,18.39,7913.9,622.9,Conventional (HFO/MGO),Calm,148.2
Ro-Ro,13.31,2422.8,165.3,Conventional (HFO/MGO),Calm,50.0
Tanker,14.54,7967.5,1279.7,LNG,Moderate,158.5
Handymax,15.85,5036.0,1605.9,Hydrogen,Moderate,127.8
Handymax,16.63,2639.8,1942.9,Hydrogen,Calm,132.6
Tanker,12.22,6388.8,904.2,Ammonia,Rough,95.5
Ro-Ro,18.15,5618.6,2084.6,Hydrogen,Moderate,296.1
Handymax,14.72,1417.4,683.0,Ammonia,Moderate,50.0
Handymax,13.25,4078.8,153.8,Methanol,Moderate,50.0
Handymax,13.94,3828.1,1456.7,Conventional (HFO/MGO),Moderate,88.8
Handymax,14.11,1569.5,1734.3,Ammonia,Moderate,96.8
Container,16.52,8807.0,253.7,Methanol,Calm,52.9
Handymax,13.77,2456.3,1677.7,Hydrogen,Calm,79.1
Panamax,18.29,6428.2,293.1,Conventional (HFO/MGO),Calm,55.6
Ro-Ro,17.17,2739.4,1639.5,Methanol,Rough,229.7
Feeder,15.44,1660.6,251.0,Conventional (HFO/MGO),Calm,50.0
Panamax,19.65,5462.3,1209.8,Methanol,Calm,282.7
Handymax,14.31,2653.6,954.4,Conventional (HFO/MGO),Moderate,57.7
Feeder,17.92,860.7,804.8,LNG,Calm,50.0
Container,14.73,7955.0,1472.0,Hydrogen,Calm,206.8
Tanker,11.08,4750.6,576.3,Ammonia,Calm,50.0
Feeder,13.41,1254.1,721.2,Methanol,Rough,50.0
Tanker,15.91,5655.0,1562.1,Conventional (HFO/MGO),Moderate,226.5
Feeder,12.8,3459.4,523.7,Conventional (HFO/MGO),Calm,50.0
Feeder,15.38,2462.9,1572.1,Hydrogen,Calm,50.0
Container,21.52,5557.8,411.2,Hydrogen,Moderate,159.3
Feeder,16.6,2116.8,819.6,Conventional (HFO/MGO),Calm,50.0
Feeder,13.92,1119.2,884.9,Hydrogen,Calm,50.0
Handymax,14.95,2392.0,854.5,LNG,Moderate,57.5
Container,12.43,2740.4,867.9,Conventional (HFO/MGO),Moderate,67.1
Handymax,16.44,1218.9,204.8,Hydrogen,Calm,50.0
Feeder,10.32,2947.4,1160.6,Methanol,Moderate,50.0
Ro-Ro,19.33,6945.3,886.4,Methanol,Calm,149.6
Feeder,14.25,1759.5,1134.9,LNG,Moderate,50.0
Ro-Ro,14.02,6623.7,1461.1,Methanol,Calm,111.0
Ro-Ro,17.52,4577.1,973.0,Conventional (HFO/MGO),Moderate,112.8
Feeder,14.36,2334.5,998.5,Hydrogen,Moderate,50.0
Panamax,13.38,3743.9,490.5,Conventional (HFO/MGO),Calm,50.0
Tanker,10.91,4159.4,1514.3,Methanol,Calm,71.4
Feeder,17.88,2282.2,312.1,Hydrogen,Calm,50.0
Container,20.28,8887.3,518.2,Hydrogen,Calm,159.7
Panamax,13.37,6090.9,472.1,Ammonia,Rough,50.0
Handymax,12.08,4503.5,1501.5,Hydrogen,Calm,50.8
Ro-Ro,18.7,3717.1,1675.9,Ammonia,Moderate,248.6
Handymax,15.4,2005.4,988.1,Methanol,Calm,68.8
Ro-Ro,12.91,5778.8,1277.2,Conventional (HFO/MGO),Calm,68.7
Panamax,19.8,7725.7,2184.0,Ammonia,Moderate,574.5
Container,15.45,12470.5,1774.6,Ammonia,Moderate,376.9
Feeder,13.2,2136.1,1662.5,LNG,Rough,50.0
Feeder,17.66,1028.7,2098.2,Hydrogen,Calm,70.0
Container,18.25,6145.1,317.3,Conventional (HFO/MGO),Moderate,83.6
Tanker,16.25,4118.9,431.7,Conventional (HFO/MGO),Calm,70.5
Panamax,16.97,7627.3,1362.5,Hydrogen,Moderate,193.6
Panamax,12.5,2774.9,1374.8,LNG,Moderate,80.1
Panamax,20.57,3623.2,574.1,Ammonia,Calm,144.2
Tanker,15.36,3048.5,1119.6,Ammonia,Calm,157.8
Handymax,15.84,4157.2,1943.2,Methanol,Calm,164.2
Handymax,12.74,5422.4,1565.3,Conventional (HFO/MGO),Calm,69.7
Feeder,17.5,2476.1,200.6,Hydrogen,Moderate,50.0
Ro-Ro,16.39,5750.8,223.9,Conventional (HFO/MGO),Moderate,50.0
Ro-Ro,13.2,3604.1,395.5,Hydrogen,Calm,50.0
Tanker,11.58,4211.6,1998.0,LNG,Moderate,132.3
Handymax,12.15,3152.7,1817.7,Ammonia,Calm,66.1
Tanker,14.51,6965.2,981.5,LNG,Calm,104.4
Ro-Ro,12.98,6258.1,1682.1,Methanol,Calm,98.9
Panamax,14.44,4970.2,1113.1,Conventional (HFO/MGO),Moderate,118.4
Ro-Ro,14.16,5507.3,726.6,LNG,Calm,53.6
Container,22.54,5239.7,186.5,Ammonia,Calm,92.4
Container,13.29,3572.3,1718.3,Conventional (HFO/MGO),Moderate,178.0
Tanker,16.51,6706.8,473.7,Conventional (HFO/MGO),Calm,84.9
Handymax,18.73,3768.7,912.9,LNG,Moderate,121.0
Container,18.8,4740.2,919.2,Conventional (HFO/MGO),Moderate,228.7
Container,13.84,8461.4,804.7,LNG,Rough,119.1
Handymax,13.51,5602.7,265.9,Ammonia,Calm,50.0
Feeder,17.35,2320.5,1431.5,Conventional (HFO/MGO),Moderate,63.2
Panamax,19.27,6097.6,1684.6,Hydrogen,Calm,311.8
Feeder,13.09,2716.9,520.1,Conventional (HFO/MGO),Calm,50.0
Feeder,17.47,2606.7,1101.4,Methanol,Rough,58.1
Ro-Ro,13.21,4138.2,210.9,Ammonia,Calm,50.0
Ro-Ro,15.93,6054.4,216.1,Conventional (HFO/MGO),Calm,50.0
Feeder,12.39,2938.1,1881.3,Ammonia,Moderate,50.0
Container,20.98,6197.0,2185.3,Hydrogen,Rough,948.9
Ro-Ro,15.72,6470.0,1845.3,Hydrogen,Calm,158.2
Handymax,18.26,3111.7,1969.4,LNG,Moderate,213.4
Container,18.17,5860.6,241.0,Ammonia,Calm,57.8
Ro-Ro,16.47,3122.5,284.3,LNG,Calm,50.0
Handymax,13.54,1763.8,1341.3,Ammonia,Rough,84.8
Panamax,20.28,6383.1,2189.6,Ammonia,Calm,624.8
Tanker,18.25,6990.4,1764.9,Ammonia,Calm,416.8
Panamax,16.96,6664.0,861.5,LNG,Calm,131.7
Ro-Ro,17.09,5551.4,409.4,Hydrogen,Moderate,50.0
Ro-Ro,14.02,4013.6,889.3,Conventional (HFO/MGO),Calm,54.4
Tanker,10.84,4130.4,1830.9,Conventional (HFO/MGO),Moderate,85.3
Tanker,14.87,3662.5,606.4,Hydrogen,Calm,68.3
Ro-Ro,14.49,5162.5,2138.7,Methanol,Calm,170.6
Panamax,18.17,6273.9,1644.6,Methanol,Calm,313.2
Panamax,14.82,8886.6,897.8,Ammonia,Moderate,110.2
Feeder,16.77,972.7,1313.7,Methanol,Moderate,50.0
Container,22.56,12568.3,864.9,Hydrogen,Rough,547.7
Ro-Ro,16.49,2978.1,1481.6,LNG,Calm,129.1
Feeder,14.7,662.1,1575.7,Methanol,Moderate,50.0
Ro-Ro,12.31,4386.7,2085.2,LNG,Calm,91.4
Container,19.9,4689.0,1075.6,Conventional (HFO/MGO),Calm,321.4
Feeder,12.8,2161.9,2143.3,LNG,Moderate,50.0
Ro-Ro,11.97,2688.9,985.4,Methanol,Calm,50.0
Feeder,14.63,1779.0,964.4,Hydrogen,Moderate,50.0
Ro-Ro,12.54,5191.8,200.8,LNG,Calm,50.0
Tanker,14.39,7155.6,1735.5,Ammonia,Calm,232.5
Container,16.41,13818.8,1694.9,Conventional (HFO/MGO),Rough,463.1
Ro-Ro,17.79,5818.2,1101.3,Hydrogen,Calm,141.4
Container,17.35,4436.7,1309.1,LNG,Calm,263.7
Ro-Ro,12.46,6789.3,1066.2,Methanol,Calm,53.5
Ro-Ro,16.63,4265.0,653.3,Ammonia,Moderate,85.3
Ro-Ro,12.21,2298.8,163.0,LNG,Moderate,50.0
Tanker,17.06,3957.0,2154.3,Ammonia,Calm,440.3
Feeder,10.39,2581.8,2194.5,Hydrogen,Moderate,50.0
Panamax,11.66,7507.2,1374.2,LNG,Rough,102.4
Panamax,14.61,5973.0,1764.9,LNG,Rough,203.1
Tanker,10.26,4023.9,916.7,Methanol,Moderate,50.0
Tanker,15.62,10354.7,645.4,LNG,Calm,102.8
Tanker,17.43,3674.6,1255.5,Hydrogen,Rough,227.9
Container,22.83,4066.2,1596.5,Methanol,Rough,918.9
Panamax,15.7,7058.5,2010.3,Hydrogen,Rough,262.5
Ro-Ro,19.29,4879.6,1381.8,Hydrogen,Calm,195.3
Panamax,14.14,7525.5,2097.0,Conventional (HFO/MGO),Rough,230.4
Feeder,13.9,845.6,1938.7,Conventional (HFO/MGO),Moderate,50.0
Panamax,15.05,7143.6,1592.0,Conventional (HFO/MGO),Calm,170.9
Container,13.12,11366.8,1487.2,LNG,Calm,150.3
Tanker,12.2,6559.9,177.4,LNG,Moderate,50.0
Container,15.77,8567.4,615.0,Ammonia,Moderate,115.2
Tanker,11.55,9529.9,1968.2,Methanol,Calm,135.2
Feeder,15.92,1490.9,428.1,Conventional (HFO/MGO),Moderate,50.0
Ro-Ro,15.68,1732.9,255.3,Methanol,Moderate,50.0
Tanker,15.52,8704.1,1848.0,LNG,Calm,289.6
Feeder,12.5,729.2,158.7,Methanol,Moderate,50.0
Ro-Ro,16.19,3637.9,1858.7,Hydrogen,Moderate,153.8
Feeder,14.06,1432.8,1640.1,Hydrogen,Moderate,50.0
Ro-Ro,16.84,5477.0,293.3,Ammonia,Calm,50.0
Feeder,14.1,2431.3,688.3,Hydrogen,Moderate,50.0
Tanker,16.94,10929.7,322.6,Hydrogen,Moderate,70.6
Container,14.39,11988.0,508.1,Methanol,Calm,76.5
Tanker,13.77,5929.9,2052.4,Methanol,Moderate,211.1
Tanker,17.36,3917.8,176.5,Ammonia,Moderate,50.0
Panamax,13.11,7137.8,1522.6,Methanol,Moderate,141.0
Feeder,15.34,2195.4,1507.5,Hydrogen,Moderate,50.0
Ro-Ro,16.49,4735.9,409.7,Hydrogen,Moderate,50.0
Container,15.92,5563.3,2121.9,LNG,Rough,420.9
Ro-Ro,17.63,4977.5,2150.5,Methanol,Calm,290.7
Handymax,11.83,4100.7,1751.9,Methanol,Calm,63.4
Panamax,19.34,4776.6,572.6,Hydrogen,Moderate,113.9
Tanker,15.0,5082.5,1696.5,Hydrogen,Moderate,204.1
Panamax,20.48,6115.3,762.5,Methanol,Moderate,201.4
Feeder,14.21,1392.7,863.2,Methanol,Rough,50.0
Container,19.34,8765.4,431.9,Ammonia,Calm,153.3
Ro-Ro,19.76,7214.3,201.8,Methanol,Calm,50.0
Handymax,12.12,2166.3,1422.8,Ammonia,Moderate,56.5
Container,13.07,2585.9,319.0,Hydrogen,Calm,50.0
Ro-Ro,17.79,3200.4,1624.6,Methanol,Rough,214.2
Tanker,15.75,9586.5,666.9,Ammonia,Moderate,127.1
Feeder,17.24,1810.7,2091.1,Ammonia,Rough,104.0
Ro-Ro,12.45,1830.5,371.4,Conventional (HFO/MGO),Rough,50.0
Handymax,15.73,4582.0,573.7,Hydrogen,Moderate,50.0
Handymax,11.68,5059.9,300.1,Methanol,Moderate,50.0
Feeder,16.46,1192.5,2062.6,LNG,Rough,76.8
Panamax,12.37,8397.6,1436.4,LNG,Calm,95.5
Tanker,15.16,7286.0,319.8,Conventional (HFO/MGO),Moderate,50.0
Handymax,15.75,5819.1,1162.3,Methanol,Rough,115.1
Handymax,12.12,4978.9,331.7,Ammonia,Rough,50.0
Panamax,16.24,6104.0,713.8,Methanol,Moderate,103.1
Handymax,11.33,6079.8,385.8,Methanol,Moderate,50.0
Container,12.23,6869.7,1461.1,Conventional (HFO/MGO),Moderate,132.8
Container,13.54,3442.2,1432.0,Hydrogen,Moderate,141.8
Handymax,17.3,1693.6,1446.2,LNG,Calm,124.1
Handymax,16.46,1450.5,1287.9,Methanol,Calm,99.0
Handymax,10.66,5008.2,280.2,Conventional (HFO/MGO),Calm,50.0
Tanker,17.69,5530.6,1232.5,Ammonia,Moderate,292.9
Ro-Ro,11.88,7444.8,1456.5,Hydrogen,Moderate,69.3
Ro-Ro,17.54,5062.0,1235.1,LNG,Calm,159.5
Tanker,11.64,11460.3,1188.9,LNG,Moderate,106.3
Panamax,20.43,6047.5,1447.8,LNG,Calm,320.4
Feeder,10.08,898.8,1370.4,Methanol,Moderate,50.0
Ro-Ro,19.55,5561.8,1758.7,Hydrogen,Moderate,288.8
Feeder,17.59,2186.9,1767.5,LNG,Rough,93.1
Ro-Ro,16.8,1536.4,1321.0,LNG,Moderate,119.9
Ro-Ro,17.52,2534.6,1984.3,LNG,Calm,208.9
Ro-Ro,14.86,4804.2,560.4,Methanol,Moderate,50.0
Tanker,11.47,7387.4,1906.5,Ammonia,Moderate,131.8
Handymax,18.38,3358.6,890.0,Conventional (HFO/MGO),Moderate,111.7
Handymax,10.68,4755.4,2129.9,Ammonia,Rough,79.2
Ro-Ro,13.51,7786.5,2052.2,Ammonia,Moderate,162.1
Container,18.5,9125.2,978.2,Conventional (HFO/MGO),Calm,263.4
Panamax,20.58,3887.3,438.8,Conventional (HFO/MGO),Calm,112.8
Ro-Ro,11.86,2252.6,1068.2,Ammonia,Calm,50.0
Ro-Ro,15.95,3543.6,1103.1,Conventional (HFO/MGO),Calm,90.6
Panamax,11.65,2630.1,2154.7,LNG,Calm,95.1
Panamax,18.55,8453.8,1769.0,Conventional (HFO/MGO),Moderate,383.1
Container,21.45,10065.8,153.5,Methanol,Moderate,69.0
Container,21.31,2889.0,1646.8,Conventional (HFO/MGO),Rough,704.6
Feeder,14.85,2531.3,642.5,LNG,Calm,50.0
Ro-Ro,13.69,3509.8,2186.3,Ammonia,Calm,120.3
Container,12.27,4820.9,1425.5,Methanol,Moderate,133.3
Handymax,15.19,4645.6,1797.1,LNG,Moderate,141.8
Tanker,17.54,3679.2,2111.2,Ammonia,Rough,500.2
Ro-Ro,16.44,4405.9,1686.6,Conventional (HFO/MGO),Moderate,188.5
Ro-Ro,18.94,1611.1,1660.2,LNG,Calm,185.1
Feeder,12.0,2164.7,1571.6,Methanol,Calm,50.0
Container,19.94,7628.2,1744.2,Hydrogen,Calm,544.3
Panamax,17.93,6813.0,521.1,Hydrogen,Moderate,85.0
Ro-Ro,15.65,4975.3,589.6,LNG,Calm,50.0
Ro-Ro,13.13,2076.7,222.1,Ammonia,Calm,50.0
Panamax,11.18,3435.2,269.2,Hydrogen,Calm,50.0
Container,19.57,9420.8,609.9,Hydrogen,Rough,216.3
Panamax,15.41,6513.6,787.3,Conventional (HFO/MGO),Calm,89.2
Container,22.64,4754.2,204.7,Conventional (HFO/MGO),Calm,91.0
Feeder,16.56,3253.7,1244.3,Ammonia,Calm,53.7
Handymax,18.19,3880.1,1082.9,Conventional (HFO/MGO),Moderate,142.3
Panamax,18.1,6148.9,1891.6,LNG,Calm,296.0
Handymax,17.65,5832.6,1369.5,Methanol,Calm,173.4
Tanker,11.89,7709.6,1861.4,Hydrogen,Calm,125.6
Feeder,12.03,2275.7,888.8,Conventional (HFO/MGO),Calm,50.0
Container,19.25,8281.2,1213.0,Conventional (HFO/MGO),Moderate,377.7
Container,12.66,13169.6,269.0,Methanol,Calm,50.0
Panamax,12.66,8459.4,240.2,Hydrogen,Moderate,50.0
Panamax,13.02,4375.3,1848.2,LNG,Rough,155.1
Panamax,13.37,2683.0,1475.2,LNG,Calm,101.3
Container,20.23,11466.1,230.4,Ammonia,Rough,125.1
Ro-Ro,11.1,7345.0,1265.0,Methanol,Moderate,57.5
Tanker,16.24,11241.3,612.2,Hydrogen,Calm,98.6
Tanker,15.39,7668.3,1272.2,Methanol,Moderate,195.9
Tanker,10.97,7072.0,1974.8,Ammonia,Calm,114.6
Handymax,15.08,3446.9,371.3,LNG,Rough,50.0
Container,18.54,3256.4,346.2,Methanol,Rough,113.5
Ro-Ro,18.15,4247.8,304.2,Conventional (HFO/MGO),Moderate,50.0
Feeder,17.02,1299.3,733.3,LNG,Calm,50.0
Handymax,18.13,2300.8,1762.0,Hydrogen,Moderate,174.3
Panamax,19.19,3142.9,1445.1,Conventional (HFO/MGO),Moderate,275.2
Container,20.96,7070.1,1544.7,Ammonia,Moderate,559.7
Panamax,15.46,3747.4,1092.3,Conventional (HFO/MGO),Moderate,118.3
Feeder,10.12,728.2,915.6,Ammonia,Moderate,50.0
Panamax,18.23,2202.0,2168.1,Methanol,Calm,337.5
Tanker,16.39,10468.4,365.8,Conventional (HFO/MGO),Calm,72.7
Ro-Ro,19.87,4751.0,1395.6,Conventional (HFO/MGO),Rough,299.8
Container,15.73,5614.7,748.1,Ammonia,Calm,103.8
Handymax,13.2,3623.1,784.2,Conventional (HFO/MGO),Calm,50.0
Handymax,16.49,4613.9,565.5,Methanol,Calm,55.4
Handymax,13.56,5900.9,521.2,Conventional (HFO/MGO),Calm,50.0
Feeder,10.35,988.1,2067.3,Methanol,Calm,50.0
Container,14.92,9360.7,498.3,Hydrogen,Calm,67.7
Feeder,11.72,910.1,2047.7,Ammonia,Calm,50.0
Panamax,16.77,6408.6,1638.3,Hydrogen,Calm,191.7
Handymax,15.6,3709.4,1249.4,Ammonia,Calm,92.1
Handymax,12.99,3462.2,1454.4,Hydrogen,Calm,59.7
Feeder,10.01,655.9,1565.1,Hydrogen,Calm,50.0
Handymax,10.12,3318.0,1658.9,Conventional (HFO/MGO),Rough,50.0
Feeder,16.5,896.9,1323.2,Methanol,Rough,53.8
Panamax,13.21,2560.6,1225.8,Ammonia,Rough,109.5
Handymax,11.52,4778.7,1291.9,Ammonia,Calm,50.0
Container,17.67,5325.2,421.2,Hydrogen,Rough,107.3
Container,19.67,10362.9,483.1,Ammonia,Moderate,178.4
Ro-Ro,12.35,5657.5,1930.8,Conventional (HFO/MGO),Moderate,107.0
Tanker,11.26,3860.5,2148.7,Ammonia,Moderate,114.3
Tanker,15.87,5131.7,820.1,Ammonia,Rough,151.1
Panamax,14.73,3943.4,818.6,LNG,Rough,93.4
Feeder,17.54,1902.3,1073.4,Methanol,Calm,50.0
Container,13.0,3616.3,485.2,LNG,Calm,50.0
Feeder,10.99,1772.8,1953.0,Ammonia,Calm,50.0
Container,18.13,5155.8,1657.8,Ammonia,Moderate,522.5
Tanker,10.07,10323.8,809.2,Conventional (HFO/MGO),Calm,50.0
Panamax,11.08,1959.3,1004.9,Ammonia,Moderate,50.0
Ro-Ro,11.4,3776.9,870.3,Ammonia,Calm,50.0
Feeder,12.54,2386.8,450.3,Hydrogen,Moderate,50.0
Container,13.19,11553.2,2007.7,Methanol,Moderate,247.5
Feeder,14.03,1590.1,1969.1,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,11.8,5501.3,699.7,Hydrogen,Moderate,50.0
Panamax,13.13,2154.0,241.5,Hydrogen,Calm,50.0
Tanker,12.19,4505.3,2094.6,LNG,Calm,141.1
Panamax,11.0,7494.1,353.2,Methanol,Moderate,50.0
Feeder,15.21,2446.5,1013.6,Ammonia,Moderate,50.0
Feeder,14.09,1275.6,679.1,Methanol,Calm,50.0
Handymax,10.02,4238.1,1593.3,Methanol,Moderate,50.0
Container,12.65,9105.2,1795.9,Conventional (HFO/MGO),Moderate,182.0
Ro-Ro,17.66,6236.0,1662.9,Hydrogen,Calm,202.6
Feeder,14.22,2835.3,836.2,LNG,Calm,50.0
Ro-Ro,18.39,2391.9,886.9,LNG,Calm,102.2
Handymax,12.12,2820.7,792.9,Conventional (HFO/MGO),Moderate,50.0
Tanker,10.34,9445.2,1769.9,LNG,Rough,100.9
Tanker,16.22,4452.4,1970.8,LNG,Calm,263.6
Ro-Ro,18.53,7785.0,286.3,Ammonia,Calm,50.0
Ro-Ro,15.26,3465.4,1770.4,Methanol,Calm,147.2
Panamax,17.04,3866.6,535.2,Ammonia,Calm,79.8
Feeder,10.37,3454.8,1526.2,Methanol,Moderate,50.0
Ro-Ro,12.8,2436.8,1975.2,Ammonia,Rough,104.7
Container,15.36,9639.9,1884.3,Conventional (HFO/MGO),Calm,289.5
Handymax,16.66,3504.9,1345.4,Hydrogen,Rough,138.8
Handymax,14.94,5371.8,1390.3,Hydrogen,Moderate,107.6
Panamax,12.32,1770.0,1151.5,Hydrogen,Moderate,50.0
Panamax,19.49,3816.9,1193.3,Hydrogen,Rough,252.1
Tanker,14.73,3791.7,1339.9,Ammonia,Calm,147.7
Ro-Ro,12.74,3477.2,1971.6,LNG,Calm,82.6
Ro-Ro,11.07,2456.9,2059.1,Methanol,Moderate,63.9
Feeder,15.73,2452.9,2150.2,LNG,Calm,58.1
Feeder,16.7,1907.3,1307.5,LNG,Calm,50.0
Handymax,14.43,4212.9,1672.2,LNG,Moderate,106.6
Ro-Ro,16.93,5914.5,1604.4,Methanol,Moderate,214.0
Tanker,16.12,2616.9,598.9,Conventional (HFO/MGO),Moderate,83.8
Feeder,17.9,1164.4,190.1,Methanol,Calm,50.0
Panamax,18.76,5871.5,672.8,Hydrogen,Moderate,130.2
Handymax,15.53,1413.3,1824.9,Hydrogen,Moderate,113.3
Feeder,14.81,1100.9,546.2,Hydrogen,Moderate,50.0
Container,18.25,10042.8,1053.2,Methanol,Calm,317.6
Container,20.85,13187.1,463.3,Ammonia,Moderate,214.0
Feeder,11.61,2476.9,1527.3,LNG,Moderate,50.0
Ro-Ro,11.21,2431.7,1212.4,Methanol,Calm,50.0
Tanker,10.75,2571.3,1636.8,Methanol,Calm,77.0
Feeder,12.11,2079.8,1145.7,Methanol,Calm,50.0
Handymax,15.5,1320.5,1434.1,Methanol,Calm,110.1
Ro-Ro,19.97,3077.4,2021.4,LNG,Rough,423.6
Feeder,13.05,2974.4,1418.5,LNG,Moderate,50.0
Ro-Ro,11.75,1663.0,713.5,Ammonia,Moderate,50.0
Panamax,12.98,4479.0,1749.5,Hydrogen,Moderate,116.7
Tanker,15.63,9785.8,1506.7,LNG,Calm,236.9
